txn_id,timestamp,invoice_no,exporter_iec,importer_iec,exporter_district,hs_code,goods_description,quantity,unit,weight_kg,declared_value_usd,actual_value_usd,benchmark_value_usd,declared_unit_price,benchmark_unit_price,origin_country,origin_risk_score,port_of_export,port_hs_mismatch,transshipment_flag,bol_weight,bol_number,packing_list,letter_of_credit,port_arrival_record,transit_port,abnormal_route_flag,further_shipment_records,transshipment_count,shared_address_flag,related_party_flag,repeat_shipment_count_30d,payment_terms,bank_name,ad_code,price_deviation_pct,weight_to_value_ratio,is_round_invoice,is_ghost_shipment,is_duplicate_invoice,description_specificity,suspicious_filing_hour,days_to_gst_period,benford_first_digit,exporter_iec_age_days,exporter_is_shell,exporter_turnover_cap_ratio,fraud_type,is_fraud
8b689fac-7990-40b7-aef5-a302c4dcc5da,2026-03-17 12:56:57,INV-Ml8979,59718783461,45909676669,Virudhunagar,6403,Exclusive reciprocal workforce goods,2362.62,LTR,11090.11,17892.5,17892.5,17892.5,7.5732,7.5732,HK,0.45,INNSA1,0,1,11090.11,BOL-4724pQHA,True,True,True,OM,0,1,4,0,0,1,TT,Federal Bank,208745,0.0,0.619819,0,0,0,4,0,6,1,4015,0,2.4567257166356415,clean,0
672019cc-d076-4b80-aaf4-a886ffc66eb4,2024-09-05 00:38:21,INV-zQ8705,54271057075,10931114900,Namakkal,6204,general cargo,42.06,KG,0.0,165.76,165.76,165.76,3.9411,3.9411,US,0.1,INNSA1,0,0,0.0,,,,,,0,1,3,0,0,3,CAD,Punjab National Bank,508396,0.0,0.0,0,1,0,2,0,2,1,0,0,1.203294742564939,ghost_shipment,1
b98ee0fb-4623-43c8-90b3-6f94c41a2614,2025-11-30 19:07:43,INV-ic1623,18778650324,71286617822,Sivaganga,2601,Exclusive system-worthy focus group goods,1023.21,MTR,2959.82,130.21,130.21,130.21,0.1273,0.1273,CN,0.1,INNSA1,0,0,2959.82,BOL-7585Dhdr,True,True,True,,0,1,3,0,0,0,LC,Bank of Baroda,371244,0.0,22.730731,0,0,0,5,0,19,1,2920,0,1.668242611535979,clean,0
a065ef8b-145e-4f50-928b-521d66b45524,2024-11-15 11:24:27,INV-DN7457,91953394648,19405937075,Dindigul,7204,Secured uniform moderator goods,3023.31,LTR,6952.47,375.91,375.91,375.91,0.1243,0.1243,LK,0.1,INNSA1,0,0,6952.47,BOL-9364IsPi,True,True,True,,0,0,2,0,0,2,DP,ICICI Bank,098334,0.0,18.495257,0,0,0,4,0,4,3,3650,0,1.151954123650065,clean,0
2b4ea566-f52e-4100-af80-170ed2e1d46e,2025-03-07 16:58:31,INV-yf7666,89086193662,23647983542,Tirunelveli,2709,Integrated foreground definition goods,9038.46,NOS,8200.12,3412.09,3412.09,3412.09,0.3775,0.3775,KP,1.0,INNSA1,0,0,8200.12,BOL-6664qSXx,True,True,True,,0,0,3,0,0,0,CAD,Bank of Baroda,923555,0.0,2.403253,0,0,0,4,0,0,3,1095,0,1.0377286713998797,clean,0
abe057f2-c2e5-41e8-a27e-51b420a63c8f,2025-02-25 08:05:44,INV-Ws9315,86135122787,14282403528,Madurai,8517,Networked client-driven protocol goods,3317.38,MTR,15126.6,121302.31,121302.31,121302.31,36.5657,36.5657,PK,0.9,INMAA4,0,0,15126.6,BOL-1298yEPD,True,True,True,,0,1,3,0,0,2,LC,Indian Overseas Bank,549099,0.0,0.124702,0,0,0,4,0,14,1,4745,0,1.6368914609498408,clean,0
fe5263ac-f1fe-4939-a89e-ccff94651f17,2024-11-05 08:19:37,INV-rX8634,89004762204,45506349954,Kancheepuram,5201,Open-source multi-state access goods,3544.43,NOS,10507.22,4944.01,4944.01,4944.01,1.3949,1.3949,PK,0.9,INNSA1,0,0,10507.22,BOL-5478esJD,True,,True,,0,1,0,0,0,0,LC,Axis Bank,154891,0.0,2.125245,0,0,0,4,0,2,4,0,0,2.001023721832799,clean,0
e4540365-cdac-4881-a85f-b87ca29212f8,2025-02-04 19:57:11,INV-fG4313,31388541537,52805120699,Virudhunagar,3004,general cargo,4193.94,KG,0.0,115392.06,115392.06,115392.06,27.514,27.514,PK,0.9,INNSA1,0,0,0.0,,,True,,,0,1,1,0,0,3,CAD,Indian Bank,293512,0.0,0.0,0,1,0,2,0,3,1,4380,0,2.665971963317872,ghost_shipment,1
8ce6177d-3690-4f4f-bd2a-905899b5c71e,2025-08-23 22:08:48,INV-kd3749,58337166363,27411768029,Kancheepuram,2601,Realigned methodical moratorium goods,7271.45,PCS,17004.18,727.15,727.15,727.15,0.1,0.1,PK,0.9,INNSA1,0,0,17004.18,BOL-0500sKMW,True,True,True,,0,1,2,0,0,1,TT,City Union Bank,859341,0.0,23.384856,0,0,0,4,0,12,7,2190,0,0.8992919041004848,clean,0
3f1c75b1-f60b-4223-a448-a3808738e499,2024-09-24 21:07:05,INV-eY9167,80574401274,81348129073,Salem,2601,brand vertical e-business products,1068.18,NOS,3412.59,106.82,106.82,106.82,0.1,0.1,SY,0.95,INNSA1,0,0,3412.59,BOL-9919usNP,True,,True,,1,1,4,0,0,1,LC,Federal Bank,015200,0.0,31.947669,0,0,0,4,0,13,1,4380,0,1.6503000756893993,round_tripping,1
98e8c2ed-6cd4-4a90-8567-0f30bf14c33d,2024-12-17 10:26:02,INV-As9342,83971903147,19616663356,Krishnagiri,8517,synthesize innovative portals products,5717.41,PCS,15230.76,1249000.0,382979.01,382979.01,218.419,66.9847,DE,0.1,INNSA1,0,0,15230.76,BOL-9306SYnX,True,True,True,,0,0,2,0,0,2,LC,Bank of Baroda,343953,226.07,0.012196,1,0,0,4,0,6,1,2190,0,2.2360364940465223,over_invoicing,1
c1aea743-2b50-4602-9efe-f16ae24b844f,2025-03-11 13:49:20,INV-es1418,90003845078,13395317147,Perambalur,3004,Multi-channeled reciprocal flexibility goods,4022.87,NOS,3806.69,93305.6,93305.6,93305.6,23.1938,23.1938,HK,0.45,INNSA1,0,0,3806.69,BOL-9035FsOq,True,True,True,SG,0,1,3,0,0,2,DP,Federal Bank,267146,0.0,0.040798,0,0,0,4,0,0,9,1095,0,0.8410370137771324,clean,0
20ccbc62-15cc-4463-8682-7422c6dd03cc,2024-10-13 14:00:48,INV-Cs1217,42117773685,85021403445,Salem,0803,Re-contextualized leadingedge attitude goods,2031.24,LTR,7305.86,826.21,826.21,826.21,0.4068,0.4068,BD,0.35,INNSA1,0,0,7305.86,BOL-8800dQUy,True,True,True,,0,1,4,0,0,2,CAD,Indian Bank,155807,0.0,8.842576,0,0,0,4,0,2,8,365,0,1.7461601398341329,clean,0
5b73f2e2-db2a-4947-a1c9-54a776a967a7,2025-11-02 16:32:02,INV-Zr6695,71665316391,45119445045,Namakkal,0901,Reverse-engineered local website goods,3495.25,NOS,3610.72,7200.91,7200.91,7200.91,2.0602,2.0602,IR,0.98,INNSA1,0,0,3610.72,BOL-7790MjMf,True,True,True,,0,1,3,0,0,2,LC,Canara Bank,953476,0.0,0.501426,0,0,0,4,0,5,7,1460,0,1.579684953265193,clean,0
c2db15e3-9ceb-4aed-9a80-8c79e9f72109,2026-02-01 04:47:04,INV-Dy2635,17166270157,40961091762,Krishnagiri,7108,Decentralized discrete monitoring goods,9276.85,MTR,31765.93,484975879.18,484975879.18,484975879.18,52278.0864,52278.0864,NG,0.7,INNSA1,0,0,31765.93,BOL-0007JZuq,True,True,True,,0,0,1,0,0,0,DA,Canara Bank,582193,0.0,6.6e-05,0,0,0,4,1,6,4,365,0,2.5315545877958767,clean,0
19e1d6e0-ad9b-48cb-b776-82b506e8b49b,2025-04-15 23:53:10,INV-VW2015,22976123870,42816441049,Vellore,7108,Versatile 6thgeneration framework goods,5785.55,NOS,28523.29,321413714.84,321413714.84,321413714.84,55554.6129,55554.6129,HK,0.45,INNSA1,0,1,28523.29,BOL-1880XccQ,True,True,True,HK,0,1,3,0,0,2,CAD,Punjab National Bank,737361,0.0,8.9e-05,0,0,0,4,0,4,3,4015,0,2.1035622358313213,clean,0
ab25be2c-c8af-4a13-861e-127fd47b61b1,2025-11-28 10:28:33,INV-Gu5305,86723778372,36198614650,Erode,0901,Persevering interactive hub goods,9712.77,LTR,5565.82,22137.38,22137.38,22137.38,2.2792,2.2792,BD,0.35,INNSA1,0,0,5565.82,BOL-7308qfNf,True,True,True,,0,1,4,0,0,2,DP,City Union Bank,029884,0.0,0.251422,0,0,0,4,0,17,2,3650,0,0.9084780066872252,clean,0
15090987-85f5-470d-ae6a-e0df1185784f,2025-01-08 13:17:50,INV-ic2855-DUP,67636321914,15853045053,Dindigul,8703,integrate dynamic platforms products,1685.86,NOS,3903.17,22130484.0,22130484.0,22130484.0,13127.0941,13127.0941,MM,0.85,INNSA1,0,0,3903.17,BOL-7230nrXO,True,True,True,,0,1,0,0,0,5,CAD,City Union Bank,494516,0.0,0.000176,0,0,1,4,0,1,2,0,0,0.9068119864934854,duplicate_invoice,1
8867d55c-c952-44a7-b540-f0e2b84cd590,2025-07-07 00:51:33,INV-aY1750,21258314751,42667048062,Sivaganga,0803,unleash out-of-the-box eyeballs products,1815.16,MTR,2038.77,159.33,617.04,617.04,0.0878,0.3399,NG,0.7,INNSA1,0,0,2038.77,BOL-1524bQuw,True,True,True,,0,1,0,0,0,5,DP,City Union Bank,239261,-74.18,12.795954,0,0,0,4,0,0,1,730,0,1.4180348346097695,under_invoicing,1
02c1cb05-cace-4f7e-99ee-a4dfe10a1860,2025-04-18 06:35:55,INV-am3182,84212705679,82821715242,Virudhunagar,6110,Decentralized well-modulated paradigm goods,906.81,PCS,1147.7,4318.65,4318.65,4318.65,4.7625,4.7625,US,0.1,INNSA1,0,0,1147.7,BOL-2966wcAa,True,True,True,,0,1,0,0,0,2,LC,Bank of Baroda,162841,0.0,0.265754,0,0,0,4,0,7,4,4745,0,2.260759186101557,clean,0
642e3f46-350d-4642-a1b9-0743bba1a0b7,2025-11-21 06:18:32,INV-vt5171-DUP,40497782345,56404489679,Erode,7204,morph impactful users products,2234.61,PCS,6625.03,424.39,424.39,424.39,0.1899,0.1899,MM,0.85,INNSA1,0,0,6625.03,BOL-9979vLQg,True,True,True,,0,1,0,0,0,2,CAD,Union Bank of India,048462,0.0,15.610882,0,0,1,4,0,10,4,0,0,0.5784274107521592,duplicate_invoice,1
7e1b69ef-aef9-47d7-a1f7-d8eaa8e08072,2026-03-18 19:19:37,INV-oj2290,79035789713,38392931787,Dindigul,7108,Programmable optimal orchestration goods,2913.46,LTR,9132.34,187223123.02,187223123.02,187223123.02,64261.3909,64261.3909,SY,0.95,INNSA1,0,0,9132.34,BOL-2262pEVI,True,True,True,,0,0,4,0,0,2,DP,ICICI Bank,984081,0.0,4.9e-05,0,0,0,4,0,7,1,4015,0,1.5389225358531364,clean,0
58966894-2d47-4fa5-a199-5db44cdedc7e,2024-10-02 10:09:21,INV-fV6909,58489444452,23908562332,Madurai,8703,Re-contextualized 5thgeneration model goods,181.61,LTR,782.29,2171944.78,2171944.78,2171944.78,11959.5083,11959.5083,SY,0.95,INMAA4,0,0,782.29,BOL-3879hfNf,True,True,True,,0,1,4,0,0,0,CAD,State Bank of India,536246,0.0,0.00036,0,0,0,4,0,5,2,4745,0,1.931311039502151,clean,0
4ba3e159-360d-4f27-9cf9-0ed573380732,2025-09-16 12:22:25,INV-rp9068,77797506196,25576243691,Sivaganga,8471,Team-oriented attitude-oriented Local Area Network goods,8243.33,KG,27954.15,526301.88,526301.88,526301.88,63.8458,63.8458,PK,0.9,INNSA1,0,0,27954.15,BOL-7699RCVp,True,True,True,,0,1,1,0,0,0,DP,Indian Overseas Bank,534964,0.0,0.053114,0,0,0,6,0,5,5,1460,0,1.885548887743049,clean,0
f1cdacf3-551d-45b3-9bec-368f24d48fab,2024-11-19 13:33:34,INV-Yo4316,32987508112,68282789056,Virudhunagar,0803,Balanced national array goods,8638.67,PCS,19463.16,4166.04,4166.04,4166.04,0.4823,0.4823,MM,0.85,INNSA1,0,0,19463.16,BOL-8723RVSs,True,True,True,,0,1,2,0,0,2,DA,Federal Bank,885721,0.0,4.671864,0,0,0,4,0,8,4,5110,0,2.2303765777547895,clean,0
482adf8f-6838-4d40-a564-f186c68f3ded,2024-08-27 03:42:51,INV-xE3470,50074755443,15853045053,Tirunelveli,8542,Operative disintermediate product goods,5835.23,PCS,14516.53,590328.72,590328.72,590328.72,101.1663,101.1663,US,0.1,INNSA1,0,0,14516.53,BOL-5980ThNK,True,True,True,,0,1,2,0,0,1,TT,Axis Bank,648901,0.0,0.024591,0,0,0,4,1,16,5,2920,0,2.1381061442649045,clean,0
c023785e-8a43-4589-8fdc-0d3d29981cb4,2024-05-07 02:16:57,INV-EG2020,71819662828,48141880654,Vellore,2601,Synergized solution-oriented emulation goods,7733.98,PCS,17180.84,976.54,976.54,976.54,0.1263,0.1263,BD,0.35,INNSA1,0,0,17180.84,BOL-9980nCcD,True,True,True,,0,1,3,0,0,2,LC,Punjab National Bank,298378,0.0,17.593613,0,0,0,4,1,0,9,2920,0,1.7716465286582233,clean,0
1cbe32f2-f3d5-46ad-a765-6b077825f7cf,2025-07-30 13:02:27,INV-aD9356,35347860195,87021730386,Virudhunagar,8542,Decentralized transitional success goods,2389.79,PCS,3773.96,171140.82,171140.82,171140.82,71.6132,71.6132,GB,0.1,INNSA1,0,0,3773.96,BOL-1559yquz,True,True,True,,0,1,2,0,0,0,TT,Federal Bank,442109,0.0,0.022052,0,0,0,4,0,19,1,0,0,1.6358574487028943,clean,0
10b9114b-82c8-4821-b200-551f5e332a62,2025-01-06 06:30:05,INV-Vj7549,12333828643,48161279513,Chennai,3004,Polarized modular instruction set goods,2252.27,MTR,10988.07,32375.34,32375.34,32375.34,14.3745,14.3745,SY,0.95,INNSA1,0,0,10988.07,BOL-8031lgcl,True,,True,,0,1,0,0,0,2,LC,ICICI Bank,213073,0.0,0.339396,0,0,0,5,0,1,3,1825,0,2.5535665852997016,clean,0
c34371ee-cdb7-462e-bf46-01269e3b857f,2025-02-16 01:40:30,INV-st8068-DUP,31436935637,93547553290,Tiruppur,6403,aggregate interactive content products,7865.03,NOS,25611.68,69949.37,69949.37,69949.37,8.8937,8.8937,HK,0.45,INITP6,0,0,25611.68,BOL-5771owzm,True,True,True,AE,0,1,3,0,0,4,CAD,Federal Bank,205370,0.0,0.366146,0,0,1,4,0,5,6,2190,0,1.296128486609587,duplicate_invoice,1
6d9554c2-1415-4017-83de-702545a768e3,2025-04-05 08:13:58,INV-Ye5340,85983325723,85352700227,Coimbatore,8542,Versatile exuding benchmark goods,8793.64,KG,15635.6,1578797.89,1578797.89,1578797.89,179.5387,179.5387,NG,0.7,INICJ4,0,0,15635.6,BOL-7420oWvj,True,True,True,,0,1,1,0,0,1,DA,Canara Bank,623945,0.0,0.009903,0,0,0,4,0,2,1,1095,0,0.5398250069274267,clean,0
3ab717d2-4abf-40cb-a232-fd19e65edadb,2024-06-30 08:50:31,INV-GN4051,27386365793,48389505390,Salem,0901,Visionary actuating access goods,4855.24,LTR,7055.29,16202.41,16202.41,16202.41,3.3371,3.3371,US,0.1,INNSA1,0,0,7055.29,BOL-0135jQak,True,True,True,,0,1,2,0,0,2,TT,Union Bank of India,575228,0.0,0.435447,0,0,0,4,0,19,1,1825,0,2.500701186623517,clean,0
32690384-a158-4aaf-af77-c0a4b294b1c3,2025-07-14 18:49:35,INV-dj7120,34956202876,91291856650,Krishnagiri,0901,Programmable multimedia framework goods,5498.4,MTR,19813.43,17086.17,17086.17,17086.17,3.1075,3.1075,BD,0.35,INNSA1,0,0,19813.43,BOL-7514SYcP,True,True,True,,0,0,4,0,0,0,CAD,Indian Overseas Bank,267131,0.0,1.159618,0,0,0,4,0,3,1,4745,0,2.6621162397533706,clean,0
1f1b8899-597e-45a0-b108-7d63c797f8a5,2026-01-24 19:56:38,INV-Bf5579,18405617103,25665632004,Salem,8542,Universal reciprocal approach goods,2050.37,PCS,4691.92,282860.25,282860.25,282860.25,137.9559,137.9559,JP,0.1,INNSA1,0,0,4691.92,BOL-4995CIRw,True,True,True,,0,1,4,0,0,0,DA,Canara Bank,636197,0.0,0.016587,0,0,0,4,0,13,2,4380,0,0.8861344226150435,clean,0
661419f2-ce65-4312-b804-bb31a1f5cb14,2025-09-08 20:34:17,INV-WF5950,46417817098,13801527765,Madurai,6403,Multi-tiered national database goods,9218.16,PCS,18275.84,51095.86,51095.86,51095.86,5.543,5.543,KP,1.0,INMAA4,0,0,18275.84,BOL-3562YsOL,True,True,True,,0,1,1,0,0,1,DP,Union Bank of India,182105,0.0,0.357678,0,0,0,4,0,1,5,4015,0,2.9231557580062772,clean,0
2d477586-86ce-4ebb-b821-7726809d2f03,2026-02-21 04:51:41,INV-Sd8497,89386159469,99778889458,Vellore,8703,aggregate distributed systems products,9013.37,PCS,38944.14,283346000.0,88695808.74,88695808.74,31436.1785,9840.4674,NG,0.7,INNSA1,0,0,38944.14,BOL-1285kDgP,True,True,True,,0,0,0,0,0,5,DP,Union Bank of India,675675,219.46,0.000137,1,0,0,4,1,10,2,5110,0,1.040702557534002,over_invoicing,1
72aaf9ae-9468-48c7-af2e-1c9412903a1c,2025-03-26 06:24:04,INV-Th5844,44151690258,90116319061,Sivaganga,7204,Cross-platform heuristic implementation goods,7335.38,KG,7265.99,1444.84,1444.84,1444.84,0.197,0.197,GB,0.1,INNSA1,0,0,7265.99,BOL-8252aGoA,True,,True,,0,1,4,0,0,0,DP,ICICI Bank,819889,0.0,5.028938,0,0,0,4,0,15,1,3650,0,1.903634179833331,clean,0
fb18cbbe-5df0-49d0-89b8-5e5500af1dc8,2025-07-16 23:50:49,INV-nc6482,53338154988,51224606478,Madurai,8471,Switchable stable policy goods,4502.31,MTR,10713.18,477886.19,477886.19,477886.19,106.1424,106.1424,KP,1.0,INMAA4,0,0,10713.18,BOL-6021YNYT,True,True,True,,0,1,2,0,0,0,DA,HDFC Bank,598622,0.0,0.022418,0,0,0,4,0,5,4,5110,0,0.7860556498952274,clean,0
8db7e7b8-1641-416b-bc63-8e4cd94804e5,2024-05-28 15:08:46,INV-mT9425,67273156017,24381168917,Thanjavur,8471,Self-enabling 6thgeneration parallelism goods,2357.35,PCS,6439.25,216575.57,216575.57,216575.57,91.8724,91.8724,SY,0.95,INNSA1,0,0,6439.25,BOL-4098wKQc,True,True,True,,0,1,0,0,0,2,DA,Federal Bank,487127,0.0,0.029732,0,0,0,4,0,17,2,4745,0,0.8915664423537046,clean,0
38a33250-1bbb-4a7c-bbc2-601d91cfe477,2025-09-17 05:07:50,INV-hK5573-DUP,77483412273,42922671054,Dharmapuri,2601,generate synergistic e-commerce products,3100.5,LTR,15384.51,310.05,310.05,310.05,0.1,0.1,PK,0.9,INNSA1,0,0,15384.51,BOL-3597vAJc,True,True,True,,0,1,1,0,0,0,DP,State Bank of India,249600,0.0,49.619491,0,0,1,4,0,6,3,730,0,1.4382433720329229,duplicate_invoice,1
88a63973-4345-4b30-9c45-f8675f09dd38,2025-12-29 09:24:13,INV-hz9633,11579130388,10367310193,Dindigul,8471,Balanced eco-centric moratorium goods,6433.07,NOS,22370.27,588508.5,588508.5,588508.5,91.4817,91.4817,NG,0.7,INNSA1,0,0,22370.27,BOL-4697pNRH,True,True,True,,0,1,0,0,0,1,TT,HDFC Bank,405528,0.0,0.038012,0,0,0,4,0,18,5,1095,0,0.8507412919321925,clean,0
bc613afa-fbdb-457d-bcba-4ff065eccd89,2024-12-08 18:06:10,INV-Lr2295,51067532816,13395317147,Kancheepuram,8517,Pre-emptive solution-oriented capacity goods,6920.61,NOS,14555.79,271452.48,271452.48,271452.48,39.2238,39.2238,NG,0.7,INNSA1,0,0,14555.79,BOL-7379gkNp,True,True,True,,0,1,2,0,0,2,LC,Canara Bank,315264,0.0,0.053622,0,0,0,4,0,1,2,0,0,2.9728565606639243,clean,0
c18bea9e-7fdb-43e6-a06b-6153694e9264,2025-11-24 06:25:28,INV-fC7505,65614998924,27923724178,Madurai,7108,Networked fresh-thinking website goods,1498.58,MTR,827.41,77349987.47,77349987.47,77349987.47,51615.39,51615.39,MM,0.85,INMAA4,0,0,827.41,BOL-7707VLps,True,True,True,,0,1,4,0,0,1,CAD,Bank of Baroda,329820,0.0,1.1e-05,0,0,0,4,0,13,7,2920,0,1.6982979508691238,clean,0
c51d6e3b-0404-4e36-b8d0-394d717abc2b,2024-09-10 17:57:19,INV-HN1974,74651464145,76312545435,Kancheepuram,8517,enable next-generation models products,2622.09,NOS,7153.36,142052.12,142052.12,142052.12,54.1751,54.1751,PK,0.9,INNSA1,0,0,7153.36,BOL-6308AERM,True,True,True,,1,1,3,0,0,0,TT,Union Bank of India,605974,0.0,0.050357,0,0,0,4,0,1,1,3285,0,2.5699388242451393,round_tripping,1
be51017e-05ab-4e5d-bb14-0d1c286db0a9,2025-02-24 09:08:46,INV-pZ9672,53512985184,21633588769,Salem,8471,monetize magnetic e-business products,9395.57,LTR,24118.15,2797631.19,992360.03,992360.03,297.7607,105.62,VN,0.4,INNSA1,0,0,24118.15,BOL-3204jcHL,True,True,True,,0,1,3,0,0,3,DA,Federal Bank,702294,181.92,0.008621,0,0,0,4,0,13,2,2190,0,0.9675744143347554,over_invoicing,1
3e72cf9b-3c41-4ec3-8802-070cbfc5376e,2026-03-23 10:06:42,INV-JC9337,73154519215,21746819465,Erode,8471,optimize leading-edge metrics products,8796.29,MTR,39117.42,911521.03,911521.03,911521.03,103.6256,103.6256,DE,0.1,INNSA1,0,0,39117.42,BOL-4932UexH,True,True,True,,1,1,0,0,0,5,DA,Indian Overseas Bank,848560,0.0,0.042914,0,0,0,4,0,12,9,730,0,1.344617016835954,round_tripping,1
e4fa8025-232c-4c5f-8b1a-f857d2a20ee2,2025-11-08 03:11:18,INV-Yb6884,99565867457,56404489679,Tirunelveli,0803,benchmark one-to-one relationships products,3686.44,MTR,14196.69,518.5,1165.2,1165.2,0.1407,0.3161,VN,0.4,INNSA1,0,0,14196.69,BOL-7708AeDf,True,True,True,,0,1,2,0,0,0,DA,Federal Bank,176366,-55.5,27.380311,0,0,0,4,1,1,5,365,0,1.6256280566541956,under_invoicing,1
6f2fa4f2-02fa-4c8c-b2d9-06575e0e5cf6,2025-03-23 17:10:26,INV-WA1450,59088244779,99824239790,Namakkal,6110,seize 24/365 applications products,2584.16,KG,11233.52,39391.23,12239.04,12239.04,15.2433,4.7362,HK,0.45,INNSA1,0,0,11233.52,BOL-4944SFVJ,True,True,True,AE,0,1,4,0,0,3,DP,Indian Bank,728151,221.85,0.285178,0,0,0,4,0,12,3,2190,0,1.0640629404612525,over_invoicing,1
